"","BusinessID","Name","City","State","Stars","Review.Count","Latitude","Longitude","Category1","Category2","Category3","Category4","Category5","Category6","Category7","Category8","Category9"
"5302","OQrdWgXyswqPYaHwIgFEuA","Vincenzo's Ny Pizzeria","North Las Vegas","NV",4,16,36.238919,-115.186092,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5303","2K9eURgPlFoL2KJkxk5NaQ","Taco Bell","Henderson","NV",4.5,36,36.0563,-115.0411,"Fast Food","Mexican","Tex-Mex","Restaurants",NA,NA,NA,NA,NA
"5304","f7JGLeuEb8eq3mB9oPC9Pg","Pepe's Tacos","Las Vegas","NV",3.5,62,36.1583542,-115.1164083,"Mexican","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5305","xV3OGVeNZyARob-L1SSTPQ","ENVY The Steakhouse","Las Vegas","NV",4,397,36.12784,-115.154017,"Breakfast & Brunch","Steakhouses","Restaurants",NA,NA,NA,NA,NA,NA
"5306","4fxKx3Et2w1przN7IsXi8A","Sushi + Sake","Las Vegas","NV",3.5,36,36.0221725464509,-115.091780565972,"Sushi Bars","Japanese","Restaurants",NA,NA,NA,NA,NA,NA
"5307","CLp44IJDJW2mBhSjdBIMiQ","Penn's Thai House","Henderson","NV",4,229,36.0639141,-115.0235148,"Thai","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5308","1FZpgQ0yWA7NqKdj2PMFGQ","Great Wraps","Las Vegas","NV",3,19,36.127032,-115.168361,"Sandwiches","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5309","C4CbD-0Rz4nglavf_0dRdg","Ta Ta Bistro","Henderson","NV",3.5,181,36.0228024607893,-115.048557230475,"Asian Fusion","Japanese","Chinese","Restaurants",NA,NA,NA,NA,NA
"5310","h6jfMpTZpNduLG0wE2tbaw","Hana Japanese Eatery","Phoenix","AZ",4,455,33.5173704625944,-112.082824331085,"Sushi Bars","Japanese","Restaurants",NA,NA,NA,NA,NA,NA
"5311","waeCYkwULm9GKhFFkO3WdA","Kassab's","Pittsburgh","PA",4,90,40.4288913,-79.9860781,"Middle Eastern","Lebanese","Mediterranean","Restaurants",NA,NA,NA,NA,NA
"5312","jKPEJgRE_WvryvExq7zogQ","Noodles & Company","Champaign","IL",3,36,40.1105017,-88.2306324,"Noodles","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5313","UZ5dHDH9-YL-xXRgpiHVBQ","Roman Candle Pizzeria","Middleton","WI",3.5,68,43.0967142,-89.5117782,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5314","stKD-HqTxDMylPonFyVdWA","Boardwalk Billys Raw Bar & Ribs","Charlotte","NC",3.5,176,35.31064081192,-80.749611730105,"Bars","American (Traditional)","Nightlife","Sports Bars","Barbeque","Restaurants",NA,NA,NA
"5315","-WZIxGXJHMGidZXRhKxP3w","Mimi's Cafe","Phoenix","AZ",3.5,105,33.6753988,-111.9734879,"Breakfast & Brunch","American (Traditional)","Restaurants",NA,NA,NA,NA,NA,NA
"5316","-PcyNcCHU8ZWwf6_PwDbUQ","Enoteca San Marco","Las Vegas","NV",3.5,248,36.1407035,-115.1823137,"Restaurants","Italian",NA,NA,NA,NA,NA,NA,NA
"5317","NMGkgrTGyNVAA5mnwYL5Ig","Minneci's Ristorante","Champaign","IL",3,35,40.112801,-88.239078,"Restaurants","Italian",NA,NA,NA,NA,NA,NA,NA
"5318","QUZUgIHFKgYEgM-QNROgHw","B Won","Champaign","IL",3.5,75,40.0920944,-88.2452981,"Korean","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5319","sKakNuBkT4-Jc7ugp9GGew","Nora's Wine Bar and Osteria","Las Vegas","NV",3.5,83,36.1602235,-115.2915112,"Wine Bars","Bars","Restaurants","Nightlife","Italian",NA,NA,NA,NA
"5320","oVfM3YqMRE1Dglf7cmvb2w","David Burke","Las Vegas","NV",4,84,36.1407035,-115.1823137,"American (New)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5321","It26ppQsrRas0kORBLxReQ","Crazy Crepes","Las Vegas","NV",3.5,38,36.1272241,-115.1715512,"Creperies","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5322","WY9wOZ6-OXJ6-_0KNupjUg","Vocelli Pizza","Pittsburgh","PA",3,11,40.4539382,-79.9488432,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5323","2-T_D2lIL5Ub2G_U2crtrQ","Tamarind","Pittsburgh","PA",4,181,40.4511441,-79.9519468,"Indian","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5324","wG3RSJW5JgvNnb5blzu1EQ","Buzz BBQ","Las Vegas","NV",3.5,108,36.240299,-115.2499187,"Barbeque","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5325","LTMEAdWM4m5tIDCSrkALIg","Pho Vietnamese Cuisine","Las Vegas","NV",2.5,254,36.1245859,-115.1716132,"Vietnamese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5326","zeDcEyeIZX-Zzdqcbe61pg","Takara","Madison","WI",3.5,75,43.0503272,-89.4745296,"Sushi Bars","Japanese","Restaurants",NA,NA,NA,NA,NA,NA
"5327","orrIN0RMdANfl9EIiZmO-w","Coco's Family Restaurant","Scottsdale","AZ",2.5,13,33.5047782,-111.9261807,"Bakeries","Food","American (Traditional)","Restaurants",NA,NA,NA,NA,NA
"5328","uZPVyXLyC26VaJRAZwYmrQ","Kobe Teppan & Sushi","Tempe","AZ",3.5,184,33.3485258,-111.9550912,"Sushi Bars","Japanese","Restaurants",NA,NA,NA,NA,NA,NA
"5329","wrkErbl0Pi4mszqdqQ8_8g","The Office Bar and Grill","Scottsdale","AZ",3.5,42,33.5840684,-111.8304087,"Pubs","Bars","American (Traditional)","Nightlife","Restaurants",NA,NA,NA,NA
"5330","Ap6gsHZAT_ALSmBg2Zut3Q","Sabuddy Israeli","Scottsdale","AZ",4.5,15,33.581569,-111.931282,"Greek","Vegetarian","Mediterranean","Middle Eastern","Restaurants",NA,NA,NA,NA
"5331","QQplckr0yVO-8DSPFpbGBQ","SKYE","Peoria","AZ",3.5,35,33.6371726,-112.2354666,"Arts & Entertainment","Music Venues","Dance Clubs","Nightlife","American (New)","Restaurants",NA,NA,NA
"5332","438PWr0GLaVbZ-Cj3WyYYA","The Carmel Room","Las Vegas","NV",3,54,36.167,-115.28134,"Food","Tea Rooms","Breakfast & Brunch","Steakhouses","Restaurants",NA,NA,NA,NA
"5333","UCid2Tas6K4SB9sHO9gQ8w","Elephant Bar Restaurant","Chandler","AZ",3,186,33.305263,-111.900701,"Bars","Asian Fusion","American (New)","Nightlife","Restaurants",NA,NA,NA,NA
"5334","rrHs5nIal2lpqMRV2Fk1sA","Brixx Wood Fired Pizza","Charlotte","NC",3.5,60,35.0345615137118,-80.805867558055,"Pizza","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5335","vhQhhDiD_PERRFhdWZipcg","Coasta Cantina","Las Vegas","NV",3,19,36.1682555,-115.2947189,"Seafood","Mexican","Restaurants",NA,NA,NA,NA,NA,NA
"5336","kdmIyPZzzEw49OV8kwME4w","Oyster Bar","Las Vegas","NV",3,24,36.169345,-115.291282,"Seafood","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5337","z0QwZm0lEAQVWY1TitLbVA","Manchu Wok","Charlotte","NC",1,13,35.2214228,-80.9437985,"Fast Food","Chinese","Restaurants",NA,NA,NA,NA,NA,NA
"5338","ofhhRbEYZnmd2eKsD575nQ","Kaizen Fusion Roll and Sushi","Las Vegas","NV",4,513,36.1084615202809,-115.15191078186,"Seafood","Sushi Bars","Restaurants",NA,NA,NA,NA,NA,NA
"5339","-tNKk-eCLk_acdp4vEYcpw","Golden Corral","Glendale","AZ",3,59,33.5526513,-112.1815558,"Buffets","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5340","l8B35OwrDUQTg5ojQu0tEA","Firehaus","Champaign","IL",3.5,70,40.1096938,-88.2303603,"Burgers","Bars","American (Traditional)","Nightlife","Restaurants",NA,NA,NA,NA
"5341","YrIfgzLj0DPStJ1ESAS_Qg","Hot N Juicy Crawfish","Las Vegas","NV",4,1395,36.1265925846609,-115.206305980682,"Seafood","Cajun/Creole","Restaurants",NA,NA,NA,NA,NA,NA
"5342","olwuTiAEEFgSYefWUcZWbQ","Archi's Thai Bistro","Las Vegas","NV",4,542,36.0732064947946,-115.243538217835,"Thai","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5343","t2QVqqi4Mjf4y1uigc9Npg","Rachel's Kitchen","Las Vegas","NV",4,288,36.1288897303793,-115.31462405864,"Food","Breakfast & Brunch","Juice Bars & Smoothies","Sandwiches","Restaurants",NA,NA,NA,NA
"5344","roTWGaU-RcJ06l8cjFw7xQ","Macayo's Mexican Restaurants","Mesa","AZ",3,145,33.3796472,-111.878343,"Mexican","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5345","ObSi1ZpICXPSO95ZTQByNQ","Greenberg's Deli","Las Vegas","NV",4,228,36.1022287,-115.1745851,"Delis","Pizza","Sandwiches","Restaurants",NA,NA,NA,NA,NA
"5346","IdpMuPyKIEfO41IlLxXwmw","Dakao Sandwiches","Las Vegas","NV",4,153,36.1257316,-115.2193567,"Vietnamese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5347","KBwLo6vgQaW1Iu-t92DHmg","Big Sur Oyster Bar","Las Vegas","NV",3.5,199,36.0121912,-115.1739932,"Seafood","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5348","L78JwNkiYSuBfP8U1zTB-A","Sole","Charlotte","NC",3.5,18,35.22711,-80.84351,"Basque","Spanish","Restaurants",NA,NA,NA,NA,NA,NA
"5349","_GWuXjPNBnO56OaT_daPZQ","Zeffirino","Las Vegas","NV",3.5,327,36.119240820866,-115.171593764169,"Bars","Seafood","Nightlife","Beer Bar","Italian","Restaurants",NA,NA,NA
"5350","VDC6Sh5MFSnOtE_Nje9AYA","Tahiti Joe's","Las Vegas","NV",2.5,39,36.0596893,-115.1715274,"American (Traditional)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5351","4xofmDvGh2aD8Lgd0PH8GQ","Earl's","Scottsdale","AZ",3,38,33.6471188,-111.8927801,"Nightlife","Italian","American (Traditional)","Bars","Restaurants",NA,NA,NA,NA
"5352","jOgSvW9VNw0Cw9p8w5A2JQ","Fin","Las Vegas","NV",3,113,36.1220363068561,-115.173929540642,"Bars","Chinese","Food","Beer, Wine & Spirits","Nightlife","Restaurants",NA,NA,NA
"5353","_KvGddVMM3d2f7NEa_eOtA","Primanti Bros.","Pittsburgh","PA",3,219,40.4417769,-79.9569556,"Bars","Restaurants","Nightlife","American (New)","Sports Bars","Sandwiches",NA,NA,NA
"5354","MQqf0EPF7TOte49T2Op2Kw","Narita Sushi Bar","Las Vegas","NV",3.5,29,36.219859,-115.250331,"Japanese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5355","8RP_A9rBaDRMQUwNYSl7YA","Basil Thai Urbana","Urbana","IL",3,78,40.1065482,-88.2217353,"Thai","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5356","9IlsUWl2XdwCzYPgyLDkIA","Zack's Hamburgers","Charlotte","NC",4.5,100,35.1882386,-80.8749427,"Burgers","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5357","ViiR9YbakbwMBBbaBaaVjg","Riva by Wolfgang Puck","Las Vegas","NV",3,35,36.2200986,-115.0894375,"American (New)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5358","bjUH-01t834CVg0Yl0CLWQ","My Big Fat Greek Restaurant","Phoenix","AZ",3,121,33.4524340712574,-112.068697407411,"Greek","Pizza","Mediterranean","Restaurants",NA,NA,NA,NA,NA
"5359","6VRbbNQe5ouWmwsMebUMkg","Tandoori Times 2 Indian Bistro","Glendale","AZ",3.5,184,33.6393732,-112.179954,"Indian","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5360","qDxxag8rkdE1CkrLdweiKw","Betty's Diner Cyber Cafe","Las Vegas","NV",2.5,12,36.118221,-115.172532,"Diners","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5361","au4X4psU-hsWqpz8UR6Kyg","3 Tomatoes and A Mozzarella","Las Vegas","NV",3,56,36.07097,-115.243522,"Restaurants","Pizza","Italian",NA,NA,NA,NA,NA,NA
"5362","Q_y3CeG_tsKTang0NHtVLQ","Sushi Kame","Champaign","IL",3.5,119,40.1185309,-88.2448027,"Sushi Bars","Japanese","Restaurants",NA,NA,NA,NA,NA,NA
"5363","wv2AUfRGki23WqQ5nul6Pw","Winchell's Pub & Grill","Las Vegas","NV",3.5,97,36.0566383,-115.1636524,"Pubs","Bars","American (Traditional)","Nightlife","Restaurants",NA,NA,NA,NA
"5364","VUk5T-D5EYoX4faKHrEo1w","Yummy Grill & Sushi","Las Vegas","NV",3.5,120,36.0126441,-115.1196051,"Hawaiian","Japanese","Chinese","Restaurants",NA,NA,NA,NA,NA
"5365","RFbAMMYjTN8uRKFPfrL-Aw","Teriyaki Madness","Las Vegas","NV",3.5,99,36.0106875,-115.1371278,"Asian Fusion","Japanese","Hawaiian","Restaurants",NA,NA,NA,NA,NA
"5366","nztzwmQUoE8nXSIqzfzGDA","August Henry's City Saloon","Pittsburgh","PA",3.5,86,40.4440164,-79.9962956,"American (Traditional)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5367","1zKH87sjLpRr8XDKmk7j1g","Tonic Bar & Grill","Pittsburgh","PA",3.5,101,40.4438693,-79.995512,"Bars","American (Traditional)","Cocktail Bars","Nightlife","Restaurants",NA,NA,NA,NA
"5368","jCad2RCY5BT0ZZhk9r1ivg","Mike & Tony's Gyros","Pittsburgh","PA",3.5,31,40.4434099,-79.9970457,"Greek","Mediterranean","Restaurants",NA,NA,NA,NA,NA,NA
"5369","WTSOPGECPOmq-PUxNiHptQ","Seviche","Pittsburgh","PA",4,303,40.4440334,-79.9970421,"Tapas/Small Plates","Cuban","Latin American","Restaurants",NA,NA,NA,NA,NA
"5370","O9ro4MvZ7LDQC76zLEg7AQ","Ming's Table","Las Vegas","NV",2.5,38,36.11949,-115.169667,"Chinese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5371","2xczXFsc4GeilxL8B8R3Vg","Whataburger","Phoenix","AZ",3,44,33.4950874,-112.0799335,"Burgers","American (Traditional)","Fast Food","Restaurants",NA,NA,NA,NA,NA
"5372","zOaUK1e0W7TtyYabzDBK9w","Merry-Ann's Diner","Champaign","IL",3.5,38,40.1181331447692,-88.2428999080116,"Sandwiches","Diners","Restaurants",NA,NA,NA,NA,NA,NA
"5373","IgQa-Ig5wWMhDQRIWpbEgQ","92nd Street Cafe","Scottsdale","AZ",3,100,33.5837032,-111.8837393,"American (Traditional)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5374","pQSkGB3HIunzNn_vIRWUNQ","The Bagel Cafe","Las Vegas","NV",4,610,36.1759103,-115.260485,"Food","Bagels","Cafes","Delis","Restaurants",NA,NA,NA,NA
"5375","HsH0KMRoQCQ2bPqsfgCtlg","Zaba's Mexican Grill","Las Vegas","NV",4,80,36.1155994,-115.102283,"Mexican","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5376","IPsG_71MD8pwB9i3TKOJYg","Middle Eastern Bakery & Deli","Phoenix","AZ",4.5,239,33.4835811,-112.0479027,"Bakeries","Food","Delis","Middle Eastern","Restaurants",NA,NA,NA,NA
"5377","tqDwpyCB53TiEIv915Tuww","Pho Avina","Glendale","AZ",4,243,33.611367,-112.16568,"Vietnamese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5378","1JcoUEPkcGQtCEed-OdezQ","Silk Elephant","Pittsburgh","PA",4,153,40.437802,-79.92303,"Thai","Tapas Bars","Restaurants",NA,NA,NA,NA,NA,NA
"5379","ifVVRWX3oEe2tPAcBLPrRw","Abay Ethiopian Cuisine","Pittsburgh","PA",4,127,40.460212,-79.925355,"Vegetarian","Ethiopian","Vegan","Restaurants",NA,NA,NA,NA,NA
"5380","QnAzW6KMSciUcuJ20oI3Bw","Joe's Farm Grill","Gilbert","AZ",4,1368,33.321061644794,-111.723918914795,"American (Traditional)","Pizza","Salad","Restaurants",NA,NA,NA,NA,NA
"5381","JuBygU4XDjqSeW9okyvbsQ","The Coffee Shop","Gilbert","AZ",4,399,33.3216632,-111.7262523,"Food","Sandwiches","Coffee & Tea","Breakfast & Brunch","Restaurants",NA,NA,NA,NA
"5382","jUHNFVY1_WTp08OOwSpm1A","Gypsy Cafe","Pittsburgh","PA",3.5,21,40.4294377,-79.9849665,"Breakfast & Brunch","Mediterranean","Restaurants",NA,NA,NA,NA,NA,NA
"5383","9CLZ-Uwv3nmOlbbGCIhvrQ","Ocean One Bar and Grille","Las Vegas","NV",3,408,36.108854,-115.170512,"American (New)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5384","nGITQ2y2zIiTtdZIcpnPpQ","La Rocca's Restaurant and Pizzeria","Madison","WI",3.5,13,43.0804585,-89.3685384,"Vegetarian","Restaurants","Pizza","Italian",NA,NA,NA,NA,NA
"5385","vwdlu-Fhl_TH4txECi1VzA","j-pop Lounge","Las Vegas","NV",2.5,17,36.0907541,-115.1766701,"Bars","Sushi Bars","Nightlife","Lounges","Restaurants",NA,NA,NA,NA
"5386","PEsJsa3hXs-lsIPMag0mEg","Beach Cafe","Las Vegas","NV",3.5,215,36.0484755,-115.2243771,"Burgers","Breakfast & Brunch","Diners","Restaurants",NA,NA,NA,NA,NA
"5387","cyXNwqjzLHgtH0aE3nCEdw","Buca di Beppo Italian Restaurant","Las Vegas","NV",3.5,158,36.1972317,-115.26247,"Restaurants","Pizza","Italian",NA,NA,NA,NA,NA,NA
"5388","hsTKn-6YSH3JsOSiYKGkwQ","Jose Cuervo Tequileria","Las Vegas","NV",2,374,36.0805241787085,-115.146616456978,"Mexican","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5389","gKPuUdBjiknnyJr9AhrDzw","Mighty Cup","Glendale","AZ",3.5,41,33.5393197,-112.1809456,"Coffee & Tea","Music Venues","Food","Cafes","Arts & Entertainment","Nightlife","Restaurants",NA,NA
"5390","Gw8DsQQCO5m1hggXqwynFg","Greek Patio","Phoenix","AZ",3,23,33.637793,-112.068404,"Greek","Mediterranean","Restaurants",NA,NA,NA,NA,NA,NA
"5391","lnFr4v-2FQqqjK8Sc8M5fA","808","Las Vegas","NV",3,11,36.1162194,-115.1745719,"Seafood","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5392","RRtu1D6qpVcpiQnMM8EhIg","Wing Lei","Las Vegas","NV",3.5,197,36.1265953,-115.1653652,"Chinese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5393","PQcxj2uO3smCeRxEFKCRJQ","Sweet O Wine and Chocolate Lounge","Glendale","AZ",3,12,33.53226,-112.17908,"Food","Desserts","Restaurants","Italian",NA,NA,NA,NA,NA
"5394","C91QFTAsvYrvRFvBe-ec6g","Zax Cafe","Phoenix","AZ",4,17,33.5531164,-112.1087177,"Delis","Cafes","Restaurants",NA,NA,NA,NA,NA,NA
"5395","NOq_vpCfCfYdMRPbaUG53w","Marketplace Cafe","Scottsdale","AZ",4.5,78,33.5021307,-111.9295376,"Cafes","American (New)","Diners","Restaurants",NA,NA,NA,NA,NA
"5396","EYRaUAgeLc1gntkpZv2WHg","Dino's Greek and Italian Grill","Goodyear","AZ",3.5,127,33.4637121,-112.34162,"Greek","Restaurants","Mediterranean","Italian",NA,NA,NA,NA,NA
"5397","7pxa5tueoEcmt6hztqsz2A","Pei Wei","Phoenix","AZ",3,133,33.4654508,-112.0829863,"Gluten-Free","Asian Fusion","Chinese","Restaurants",NA,NA,NA,NA,NA
"5398","WPmamMTGAmNYXGoXW1mWyQ","Sala Thai","Phoenix","AZ",4,241,33.5856509,-112.0137434,"Thai","Barbeque","Salad","Restaurants",NA,NA,NA,NA,NA
"5399","gAnpC9Aw-c5jVGiRZJOi8A","En Sushi & Robata Grill","Henderson","NV",4,79,35.9798537,-115.0978712,"Sushi Bars","Japanese","Restaurants",NA,NA,NA,NA,NA,NA
"5400","gl4T1-8baLVWGVvBkka3WQ","Little Macau","Las Vegas","NV",3.5,36,36.1260718,-115.1922452,"Bars","Nightlife","Chinese","Restaurants",NA,NA,NA,NA,NA
"5401","tPmjepYrjiKyfGOpedyDBw","Jollibee","Las Vegas","NV",3.5,143,36.118238,-115.135755,"Fast Food","Filipino","Restaurants",NA,NA,NA,NA,NA,NA
"5402","jVzSXroGCuEBCa9V4_NNtQ","Al's Garage","Henderson","NV",3,64,36.0217253,-115.0853105,"Bars","American (Traditional)","Nightlife","Restaurants",NA,NA,NA,NA,NA
"5403","wvz42Kg35OUndWhU70Nh2A","Molcasalsa Mexican Food","Las Vegas","NV",4,13,36.1801087,-115.1785503,"Mexican","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5404","4TqCyWoWmUpghIVAiSo--g","Basis New American","Phoenix","AZ",4,17,33.6077095,-112.0662499,"American (New)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5405","5jazn-RZP2R6ZkCIPZsf0w","Sweet Tomatoes","Phoenix","AZ",3.5,96,33.676354,-111.9736513,"Vegetarian","Buffets","Salad","Restaurants",NA,NA,NA,NA,NA
"5406","RbeQtptWcltLiS_4MKijOw","Capriotti's Sandwich Shop","Las Vegas","NV",4,50,36.1596340292489,-115.232721071551,"Sandwiches","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5407","BEDbyHfEjh-_qu2-r1uz5Q","Taco Time","Las Vegas","NV",3,28,36.043512,-115.186375,"Mexican","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5408","-a22bjfNCVL0gvKpd6RakA","Oishii Bento","Pittsburgh","PA",4,183,40.4418899,-79.9571545,"Korean","Sushi Bars","Japanese","Restaurants",NA,NA,NA,NA,NA
"5409","e5gB2kDFaodtxMTa53C29g","First Watch","Scottsdale","AZ",4,191,33.6353409418385,-111.922543780182,"Breakfast & Brunch","American (Traditional)","Cafes","Restaurants",NA,NA,NA,NA,NA
"5410","A_vRqMo7HrlnCRFvzWVcfw","Metro Pizza","Henderson","NV",3.5,274,36.0218039629821,-115.048688311758,"Italian","Pizza","Restaurants",NA,NA,NA,NA,NA,NA
"5411","mQfT3JYu18HN22DVylcE7A","Bertha's Café","Phoenix","AZ",4.5,300,33.4957384,-112.014814,"Bakeries","Food","Breakfast & Brunch","Sandwiches","Restaurants",NA,NA,NA,NA
"5412","65_YeaivbdWNk1ZHiAI77w","Ginseng Korean BBQ II","Las Vegas","NV",3,221,36.1050193,-115.171768,"Korean","Barbeque","Restaurants",NA,NA,NA,NA,NA,NA
"5413","U2dZYCgkuS9SGgyKaCUlbQ","Jun's Korean Restaurant","Las Vegas","NV",3.5,217,36.0292953640485,-115.115884515499,"Korean","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5414","oMycF1cQgR1UVkafXfof7A","Tortas El Guero","Phoenix","AZ",4.5,126,33.4753452,-112.0480392,"Mexican","Sandwiches","Restaurants",NA,NA,NA,NA,NA,NA
"5415","kc5gJPisT5L5z8lLa9FV9A","Legume","Pittsburgh","PA",4.5,277,40.4503566,-79.9508477,"Soul Food","American (Traditional)","French","Restaurants",NA,NA,NA,NA,NA
"5416","BXsEDghPAyCuvG5bbNYU2Q","CJ's Texas Barbeque","Las Vegas","NV",3,16,36.1432226,-115.2622884,"Barbeque","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5417","Zt5l6Ka68O1Hukw4Eoa4Tw","Big Ben British Restaurant & Pub","Charlotte","NC",3.5,134,35.2092456,-80.8607013,"Bars","British","Pubs","Nightlife","Sports Bars","Restaurants",NA,NA,NA
"5418","k8bSp5BfCNCKqTXcKALXtw","Stripburger","Las Vegas","NV",4,705,36.1275873963632,-115.168215140658,"Burgers","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5419","FsZmWAl2HH0aS38ZaS9Z2g","Firehouse Subs","Las Vegas","NV",4,106,36.0161453440712,-115.119408438646,"Delis","Fast Food","Sandwiches","Restaurants",NA,NA,NA,NA,NA
"5420","2K-XaFjaHUR8Dp6QAihITg","P&G's Pamela's Diner","Pittsburgh","PA",4,322,40.4519715,-79.9836571,"Breakfast & Brunch","Diners","Restaurants",NA,NA,NA,NA,NA,NA
"5421","7Dznb4ZA6swheppiS9nPig","Redwood Bar and Grill","Las Vegas","NV",4,87,36.173253,-115.144747,"Steakhouses","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5422","0K8roYiVL3c5koa5pDEBUw","Bricktop's Restaurant","Charlotte","NC",4,203,35.1561919,-80.8314309,"American (New)","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5423","0WBsN95ItG6IyiB1X2lMrA","K Sushi Bar & Grill","Glendale","AZ",3.5,115,33.5678807,-112.1537963,"Korean","Sushi Bars","Japanese","Restaurants",NA,NA,NA,NA,NA
"5424","fsWrXr42acPXByS_TdNgiA","A8 China","Madison","WI",2.5,29,43.0734206,-89.3961597,"Chinese","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5425","plRQRyL_xAY8sUTm4viP6Q","Basil 'n Lime","Las Vegas","NV",3.5,150,36.1231309,-115.2980291,"Thai","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5426","8wj6i7lHo9R4gPaXrxpWRw","Campus Biryani & Gyros","Madison","WI",1.5,34,43.0675794,-89.4106017,"Indian","Buffets","Restaurants",NA,NA,NA,NA,NA,NA
"5427","ZF58mOM_ACiIhmwr8s_G1w","Sarafino's Pasta and Pizza","Pittsburgh","PA",4,57,40.4354707,-80.0653101,"Restaurants","Pizza","Italian",NA,NA,NA,NA,NA,NA
"5428","7HYRFdeKs3BJShmOOHPBoA","Cuzamil Restaurante Mexicano","Pittsburgh","PA",2.5,62,40.4334455,-79.922851,"Mexican","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5429","3eERfPI8Ak8383vb5x4Gow","Applebee's","Las Vegas","NV",3,68,36.1595644,-115.2864495,"Bars","American (Traditional)","Burgers","Nightlife","Sports Bars","Restaurants",NA,NA,NA
"5430","t_0576Esa58pcLHCEpj31A","Steve's Greenhouse Grill","Phoenix","AZ",2.5,247,33.4491514,-112.0719344,"Burgers","Breakfast & Brunch","Restaurants",NA,NA,NA,NA,NA,NA
"5431","z_IfC-aIkKpuhGfX1yzdfg","Alexi's Grill","Phoenix","AZ",4,105,33.4892568,-112.0743532,"Restaurants","Italian",NA,NA,NA,NA,NA,NA,NA
"5432","-PESvVv3rPQFAU1_cZ8_hw","Chipotle Mexican Grill","Las Vegas","NV",3,92,36.195309149473,-115.247748684276,"Fast Food","Mexican","Restaurants",NA,NA,NA,NA,NA,NA
"5433","kA_88hART1Fx-zc_njLBHg","Redendo's Pizzeria Ristorante","Scottsdale","AZ",4,58,33.6202185,-111.8742551,"Italian","Pizza","Restaurants",NA,NA,NA,NA,NA,NA
"5434","xfdLOxCQLcPF8dGNMOCGXg","Lenny's Burger Shop","Glendale","AZ",3.5,88,33.5832043,-112.1857165,"Burgers","Restaurants",NA,NA,NA,NA,NA,NA,NA
"5435","gj9Y6PAos1yD4P7FO8gQWA","Uncle Bear's","Queen Creek","AZ",3,13,33.25539,-111.62019,"Dive Bars","Bars","American (Traditional)","Nightlife","Restaurants",NA,NA,NA,NA
"5436","vzfW1a3gaIRkwfvAcwveZg","Branded Meats","Henderson","NV",4,47,36.0182071,-115.0546223,"Grocery","Food","Specialty Food","Delis","Meat Shops","Restaurants",NA,NA,NA
"5437","EsYYJwZqo-SP82_LFyTKEg","Chia Bistro Chinese Food","Huntersville","NC",3,14,35.384683291726,-80.78597972453,"Chinese","Restaurants",NA,NA,NA,NA,NA,NA,NA
